final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1276017.5788901078,0.2760175788901078,0.05902801484643483,-0.2376930338988627,0.500062595931729,0.2483,0.5984,0.47520661157024796,1.3115,1.1876,14,5.2,1452,0.707187,-0.431169,-0.4313
