final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1853772.95771365,0.8537729577136501,0.1563042653170541,-0.19398685283493283,0.9461553950036365,0.8057,1.1146,0.5681818181818182,3.5482,4.6686,3,118.7,44,0.707187,0.146586,0.0805
