date,open,high,low,close,volume
2024-06-03,232.5,239.2,224.69,231.39,7333118.0
2024-06-04,230.23,247.2,230.1557,244.2,10854296.0
2024-06-05,246.86,251.89,240.7,251.4,9383502.0
2024-06-06,250,263.7999,248.75,257.08,9494574.0
2024-06-07,256.185,263.1799,243.86,244.16,9315341.0
2024-06-10,241.11,253.43,239.53,249.81,6344848.0
2024-06-11,242.93,245.66,234.09,244.2,8991286.0
2024-06-12,251.8,263.2599,250.58,254.96,11134677.0
2024-06-13,253.77,257.13,243.26,247.64,8666222.0
2024-06-14,246.16,250.25,237.0647,244.5,7146478.0
2024-06-17,239.87,248.64,234.23,245.1,6656738.0
2024-06-18,238.25,242.8,234.6,235.95,6198915.0
2024-06-20,237.36,240.49,228.44,235.03,6888927.0
2024-06-21,227,228.2521,220.71,225.86,11385791.0
2024-06-24,217.22,221.444,207.71,212.31,10760457.0
2024-06-25,217,222.88,213.22,221.71,8067068.0
2024-06-26,220,223.73,212.462,214.58,6565772.0
2024-06-27,217.6,225.7623,216.32,224,5641211.0
2024-06-28,223.95,225.53,218.8,222.23,10944920.0
2024-07-01,226,236.0386,224.042,233.37,7739846.0
2024-07-02,231.34,234.97,226.3201,227.51,4407039.0
2024-07-03,223.81,227.11,222.22,224.94,3241672.0
2024-07-05,213.48,225.13,209.45,223.68,10148535.0
2024-07-08,226.51,226.51,217.75,220.56,5615247.0
2024-07-09,223.55,225.64,218.68,219.97,5345406.0
2024-07-10,221.64,223.3329,215.135,219.56,4481941.0
2024-07-11,224.37,227.15,213.57,214.63,7037917.0
2024-07-12,215.34,222.15,214.57,218.02,4949046.0
2024-07-15,229.38,247.5,228,242.85,14439465.0
2024-07-16,243.19,252.12,234.2,251.49,10270722.0
2024-07-17,245.895,255.9,241.31,249.1,8883291.0
2024-07-18,251.21,253.87,230.57,233.24,8848527.0
2024-07-19,235.1,259.8,233.5,257.79,12501856.0
2024-07-22,260.47,266,252.8419,265.15,11282196.0
2024-07-23,263.6,272.55,257.2903,257.63,9275617.0
2024-07-24,261,265,243.75,245.06,8141082.0
2024-07-25,239.26,241.64,226.3,231.52,8482505.0
2024-07-26,243.34,249.16,237.56,242.93,7917446.0
2024-07-29,251.55,255.42,234,234.2,9467677.0
2024-07-30,235.62,239,223.03,224.46,6053909.0
2024-07-31,233,234.1099,224.04,224.36,4771650.0
2024-08-01,226.6,227.1,207.82,212.64,8920020.0
2024-08-02,213.12,219.2999,199.38,204.44,10033429.0
2024-08-05,162.01,197.88,161.13,189.47,18734646.0
2024-08-06,191.99,197.4,182.7,194.17,7050554.0
2024-08-07,196.8,199.9522,177.39,178.91,8324432.0
2024-08-08,185.67,194.9799,182.4621,192.32,7421563.0
2024-08-09,191.29,199.1,189.78,196.29,5255873.0
2024-08-12,194.3,197.69,188.2934,191.74,5742782.0
2024-08-13,193.13,201.0999,191.87,197.94,4795479.0
2024-08-14,200.9,201.97,192.4,195.96,5027037.0
2024-08-15,198.52,205.07,196.2,197.12,6068323.0
2024-08-16,199,205.95,197.14,205.31,6240504.0
2024-08-19,203.335,207.49,200.35,204.46,6304182.0
2024-08-20,209.1,209.8,191.21,197.25,12353738.0
2024-08-21,197.16,207,195.11,206.23,7502443.0
2024-08-22,204.78,207.1,197.43,198.43,5284897.0
2024-08-23,200.97,211.92,200,211.4,8304223.0
2024-08-26,209.3,210.85,202.68,204,5437092.0
2024-08-27,201.84,202.5,194.1,198.3,5992876.0
2024-08-28,195.02,197.49,187.73,190.2,4995742.0
2024-08-29,194,196.5,187.6001,188.28,3841810.0
2024-08-30,189.215,189.94,180.04,183.36,7307184.0
2024-09-03,182,182.7,168.07,169.13,9746643.0
2024-09-04,166.5,169.04,160.67,163.22,7826441.0
2024-09-05,161.62,166.37,158.12,159.7,5732706.0
2024-09-06,163.24,164.15,146.12,147.35,11026602.0
2024-09-09,151.27,157.4,150.06,155.05,9256668.0
2024-09-10,155.01,159.14,149.51,158.46,5824762.0
2024-09-11,153.56,158.84,149.95,157.15,6417381.0
2024-09-12,158.61,165.43,156.1,162.89,6697238.0
2024-09-13,162.24,168.93,161.58,163.05,5953642.0
2024-09-16,158.5,163.16,155.88,161.5,4686237.0
2024-09-17,164.14,167.67,160.5,162.45,5225172.0
2024-09-18,161.54,169.1,160.8,162.64,5024242.0
2024-09-19,172,175.39,167,168.24,9294674.0
2024-09-20,168.99,173.3914,165.4,170.09,8152342.0
2024-09-23,171.3,173.5667,168.7,170.22,4933242.0
2024-09-24,170.38,172.25,163.8081,171.68,6035486.0
2024-09-25,170.3,173.935,166.88,167.08,5359903.0
2024-09-26,170.61,181.49,170.26,179.93,12455160.0
2024-09-27,183.07,192.45,179.5,191.23,10563371.0
2024-09-30,184.19,185.4099,177,178.17,11739577.0
2024-10-01,178.72,178.9,160,165.01,15210465.0
2024-10-02,163.03,169.29,161.39,164.47,7881090.0
2024-10-03,162.83,166.41,161.41,163.1,4298586.0
2024-10-04,167.96,171.2431,164,170.91,6874436.0
2024-10-07,172,176.1483,166.892,168.92,6797536.0
2024-10-08,166.36,170.0499,165.02,167.69,5696090.0
2024-10-09,167.69,172.49,165.78,166.97,5725046.0
2024-10-10,166.05,167.31,161.87,164.27,5379854.0
2024-10-11,165.54,179.1799,165.22,176.38,10767071.0
2024-10-14,181.185,197.69,178.27,196.35,18131377.0
2024-10-15,195.68,204.9,188.31,196.34,17324804.0
2024-10-16,203.53,212.4199,197.6002,210.48,13969894.0
2024-10-17,209.2,209.45,201.13,204.2,8898900.0
2024-10-18,208.05,220.26,207.1403,220.21,13569592.0
2024-10-21,215.4,216.86,208.13,213.72,12682266.0
2024-10-22,209.45,215.95,207.3,210.72,7485083.0
2024-10-23,206.3,209.7,194.6,198.93,10350138.0
2024-10-24,206.868,210.55,200.8,209.16,9925395.0
2024-10-25,208.3,213.67,203.4,205.04,9261318.0
2024-10-28,213.35,218,210.5,216.1,10105213.0
2024-10-29,220.905,223.9,216.11,219.66,11538687.0
2024-10-30,213.1,220.46,209.47,211.74,9458660.0
2024-10-31,203.73,206,178.82,179.25,18892021.0
2024-11-01,180,190.94,179.54,182.88,14443372.0
2024-11-04,180.09,186.95,176.38,186.27,11343805.0
2024-11-05,185.59,197.25,185.51,193.96,9950753.0
2024-11-06,221.479,257.6799,221.11,254.31,35456033.0
2024-11-07,245.63,259.69,242.3401,255.58,16655328.0
2024-11-08,257.67,273.5,257.15,270.74,17431714.0
2024-11-11,300.305,334.86,296,324.24,42437496.0
2024-11-12,310.05,327,306.1,319.13,24808525.0
2024-11-13,325.01,332.35,282.66,284.72,27997385.0
2024-11-14,290.81,292.5653,274.3006,278.84,17375321.0
2024-11-15,282.51,306.455,276.0207,305.85,18020587.0
2024-11-18,301.835,329.59,288.5,325.41,25713700.0
2024-11-19,322.08,327.24,315.5,324.57,13447870.0
2024-11-20,332.25,341.75,303.8018,320.01,22875208.0
2024-11-21,329.95,330.5,288.55,295.23,25187378.0
2024-11-22,294.885,311.37,290.8,304.64,12187194.0
2024-11-25,309,317.46,291.2,312.22,14645910.0
2024-11-26,298.26,309.1999,289.125,293.29,13215743.0
2024-11-27,302.78,314.29,295.36,310.98,13290830.0
2024-11-29,311.95,316.3,295.81,296.2,9550236.0
2024-12-02,302.03,311.47,299.5,302.4,11221114.0
2024-12-03,296.782,314.43,296.65,309.35,10069342.0
2024-12-04,312,332,309.12,330.94,15798008.0
2024-12-05,343.36,349.4928,315.17,320.57,19769913.0
2024-12-06,328.555,349.75,325.499,343.62,16759232.0
2024-12-09,339.91,340.16,309.68,310.52,16974808.0
2024-12-10,318.03,318.7399,298.52,302.42,11930554.0
2024-12-11,311.85,320.9,308.82,313.81,10253357.0
2024-12-12,317.76,323.5,307.75,312.96,8320481.0
2024-12-13,316,317.18,305.25,310.58,5832592.0
2024-12-16,316.895,326.23,314.77,315.31,11461361.0
2024-12-17,319.835,323.0666,303.5,311.64,7440580.0
2024-12-18,308,312.14,275.81,279.86,12615166.0
2024-12-19,290.64,295.483,268.88,273.92,11708602.0
2024-12-20,266.13,281.74,261.87,278.71,10009833.0
2024-12-23,274.52,275.33,263.07,268.15,6849202.0
2024-12-24,273.22,284,271.86,279.62,4805053.0
2024-12-26,275.575,279.236,271.39,274.41,4419780.0
2024-12-27,274.2,274.25,263.21,265.71,5553958.0
2024-12-30,259.98,260.5,247.6,255.56,7727062.0
2024-12-31,262.97,263.66,246.37,248.3,5414921.0
2025-01-02,256.48,262.31,251,257.21,6289520.0
2025-01-03,259.89,271.59,258.59,270.65,5990830.0
2025-01-06,279.07,293.6,271.75,287.76,10834985.0
2025-01-07,286.74,287.58,260.24,264.33,11507523.0
2025-01-08,263.88,267,252.99,260.01,5947538.0
2025-01-10,257.77,261.8699,248.05,258.78,5567078.0
2025-01-13,246.98,251.81,240.77,251.2,7017054.0
2025-01-14,261.725,263,251,255.37,5704136.0
2025-01-15,266.87,278.32,264.44,274.93,9113854.0
2025-01-16,274,285.02,268.14,281.63,6751127.0
2025-01-17,292,300.3499,289.3299,295.48,11288935.0
2025-01-21,298.52,303.0999,273.62,294.19,12912361.0
2025-01-22,290.455,298.7999,286.28,295.85,6668857.0
2025-01-23,289.735,303.56,287.9,296.01,11534819.0
2025-01-24,300,310.6125,297.62,298,9752638.0
2025-01-27,283.7,289.78,265.2,277.99,12238826.0
2025-01-28,280.495,284.84,276,281.82,4516627.0
2025-01-29,281.82,294.38,277.01,291,6255868.0
2025-01-30,293.715,306,293.02,301.3,7937528.0
2025-01-31,300.86,304.73,287.22,291.33,6534008.0
2025-02-03,272.98,288.76,269.3,284.41,9427730.0
2025-02-04,283,289.39,278.63,280.39,6013474.0
2025-02-05,283.61,285.76,274.56,275.14,5373185.0
2025-02-06,279.52,284.6,269,270.37,6717660.0
2025-02-07,274.045,282.57,271.75,274.49,7885553.0
2025-02-10,280.4,285.558,274.6,280.22,5521775.0
2025-02-11,277.55,279,265.83,266.9,6911396.0
2025-02-12,264.39,277.8,263.48,274.9,6212794.0
2025-02-13,284,302.4,282.5,298.11,18899180.0
2025-02-14,288.015,291.55,274,274.31,19268443.0
2025-02-18,278.8,279.18,260.5,264.63,11564805.0
2025-02-19,265.755,267,257.68,258.67,6813776.0
2025-02-20,260.66,262.25,250.3701,256.59,6400698.0
2025-02-21,266.99,267.8,234.76,235.38,17195492.0
2025-02-24,239.14,240.24,223.6,227.07,12124972.0
2025-02-25,219.97,222.85,205.12,212.49,15192605.0
2025-02-26,212.63,218.57,207.99,212.96,7900637.0
2025-02-27,218.13,221.58,207.79,208.37,8082369.0
2025-02-28,205.27,216.44,201.1,215.62,9031205.0
2025-03-03,232.23,233.4,203.44,205.75,15997815.0
2025-03-04,200.52,218.94,193.09,212.55,13051876.0
2025-03-05,214.89,223.1499,208,222.45,9580701.0
2025-03-06,214.51,226.6,213,214.17,8405387.0
2025-03-07,214.89,222.05,206.77,217.45,8614450.0
2025-03-10,205.075,206.8398,176.85,179.23,18664120.0
2025-03-11,186,195.69,183.3039,191.69,11382232.0
2025-03-12,195.4,199.2,183.75,191.73,9616785.0
2025-03-13,188.62,188.85,177.11,177.49,9547800.0
2025-03-14,183.81,186.74,179.16,183.12,9421450.0
2025-03-17,182,193.24,180.77,188.96,7216486.0
2025-03-18,185,186.49,178.78,181.14,6808224.0
2025-03-19,184.8336,193.7774,182.8,189.75,8194232.0
2025-03-20,185.888,193.93,185.8794,190.38,6717964.0
2025-03-21,185.57,190.7249,183.75,189.86,7344825.0
2025-03-24,197.5,203.25,194.415,203.04,9489458.0
2025-03-25,202.13,206.93,198.34,204.23,7877691.0
2025-03-26,203,205.9999,192.2906,193.95,7147921.0
2025-03-27,192.97,195.3256,187.8001,188.58,5426320.0
2025-03-28,185.72,186.79,172.99,173.93,10040219.0
2025-03-31,169.38,173.58,163.52,172.23,7781307.0
2025-04-01,172.82,176.05,168.545,174.52,5489688.0
2025-04-02,170.57,184.11,170.35,182.95,8208560.0
2025-04-03,168.58,172.03,164.65,170.76,9556230.0
2025-04-04,166.02,167.5,147.17,160.55,14510757.0
2025-04-07,146.042,167.4,142.58,157.28,13251702.0
2025-04-08,165.2,167.8,147.35,151.47,11117448.0
2025-04-09,150.08,183.9,150.08,177.09,15257952.0
2025-04-10,168.5,173.815,159.1125,169.62,11196328.0
2025-04-11,171.3,178,167,175.5,7769267.0
2025-04-14,180.5,182.39,172.005,176.58,6427119.0
2025-04-15,177.74,179.7678,172.3,175.57,5369511.0
2025-04-16,170.5,174.8,168.5,172.21,5226684.0
2025-04-17,172.6,177.5,171.3,175.03,5125340.0
2025-04-21,175.1,177.98,171.4072,175,5054685.0
2025-04-22,178.79,193.49,178.4,190,12807010.0
2025-04-23,197.75,200.8,191.52,194.8,9870189.0
2025-04-24,193.415,204.21,193.1,203.87,6840552.0
2025-04-25,205.57,211.62,203.74,209.64,8060880.0
