final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
2522430.198213712,1.522430198213712,0.2645056465530162,-0.422928417375467,0.8460440752241608,0.6254,0.8194,0.3235294117647059,3.4084,1.6301,22,9.1,136,-0.241742,1.764172,0.2565
