tradeDate,ticker,iv30d,iv60d,iv90d
2024-06-03,AEP,16.36,17.69,19.09
2024-06-04,AEP,16.15,17.79,19.08
2024-06-05,AEP,16.44,18.27,19.65
2024-06-06,AEP,16.29,17.49,18.51
2024-06-07,AEP,15.76,17.47,18.57
2024-06-10,AEP,16.73,19.23,19.96
2024-06-11,AEP,16.75,18.11,18.77
2024-06-12,AEP,16.54,18.6,19.17
2024-06-13,AEP,16.52,18.01,18.63
2024-06-14,AEP,17.23,18.77,19.12
2024-06-17,AEP,17.63,18.21,18.67
2024-06-18,AEP,16.27,18.81,18.94
2024-06-20,AEP,16.03,18.6,18.74
2024-06-21,AEP,15.48,18.31,18.44
2024-06-24,AEP,15.65,17.68,18
2024-06-25,AEP,16.34,19.42,18.94
2024-06-26,AEP,16.23,17.71,18.12
2024-06-27,AEP,15.6,17.45,17.74
2024-06-28,AEP,15.94,17.47,17.95
2024-07-01,AEP,17.25,19.04,18.83
2024-07-02,AEP,16.12,17.18,17.56
2024-07-03,AEP,16.49,18.04,18.13
2024-07-05,AEP,16.66,17.61,17.68
2024-07-08,AEP,17.48,17.96,17.96
2024-07-09,AEP,17.27,17.59,17.81
2024-07-10,AEP,18.16,18.28,18.15
2024-07-11,AEP,17.34,17.89,18.07
2024-07-12,AEP,17.41,18.12,18.46
2024-07-15,AEP,18.16,18.24,18.35
2024-07-16,AEP,18.9,18.58,18.3
2024-07-17,AEP,19.4,19.1,18.86
2024-07-18,AEP,19.61,17.9,18.14
2024-07-19,AEP,19.39,18.26,18.7
2024-07-22,AEP,19.62,18.34,18.65
2024-07-23,AEP,19.06,17.59,18.29
2024-07-24,AEP,20.44,18.51,19.43
2024-07-25,AEP,20.46,18.69,19.49
2024-07-26,AEP,19.34,18.45,19.65
2024-07-29,AEP,19.81,18.65,19.12
2024-07-30,AEP,18.54,17.95,18.42
2024-07-31,AEP,18.01,18.2,19.33
2024-08-01,AEP,19.17,18.91,20.27
2024-08-02,AEP,20.66,21.02,22.05
2024-08-05,AEP,25.33,23.78,23.9
2024-08-06,AEP,20.5,20.64,21.47
2024-08-07,AEP,20.39,21.14,22.38
2024-08-08,AEP,19.03,20.5,22.52
2024-08-09,AEP,17.73,18.92,20.57
2024-08-12,AEP,19.15,19.86,21.52
2024-08-13,AEP,18.34,19.81,21.5
2024-08-14,AEP,16.78,18.25,19.86
2024-08-15,AEP,15.8,17.14,20.5
2024-08-16,AEP,15.97,17.15,20.11
2024-08-19,AEP,14.69,15.82,15.91
2024-08-20,AEP,14.83,16.36,19.56
2024-08-21,AEP,14.51,16.27,19.75
2024-08-22,AEP,15.36,16.87,20.72
2024-08-23,AEP,13.44,16.05,19.43
2024-08-26,AEP,14.3,16.36,19.27
2024-08-27,AEP,14.08,16.62,19.71
2024-08-28,AEP,15.32,16.83,18.38
2024-08-29,AEP,14.88,16.82,19.52
2024-08-30,AEP,14.35,16.51,18.66
2024-09-03,AEP,16.16,20.21,21.93
