tradeDate,ticker,iv30d,iv60d,iv90d
2024-06-03,COF,24.42,26.22,25.77
2024-06-04,COF,24.48,26.46,26.1
2024-06-05,COF,24.17,25.88,25.55
2024-06-06,COF,23.3,26.62,25.91
2024-06-07,COF,23,26.18,25.86
2024-06-10,COF,23.23,26.38,25.76
2024-06-11,COF,24.86,27.75,26.42
2024-06-12,COF,23.26,26.55,26.01
2024-06-13,COF,24.2,27.24,26.41
2024-06-14,COF,24.97,27.82,26.73
2024-06-17,COF,26.39,27.68,27.08
2024-06-18,COF,26.88,27.26,26.61
2024-06-20,COF,23.91,27.32,26.49
2024-06-21,COF,24.76,27.2,26.45
2024-06-24,COF,26.96,27.12,26.52
2024-06-25,COF,27.77,27.29,26.3
2024-06-26,COF,29.44,27.61,26.56
2024-06-27,COF,30.56,27.42,26.34
2024-06-28,COF,29.97,27.62,26.95
2024-07-01,COF,30.62,27.84,26.64
2024-07-02,COF,28.94,26.26,25.4
2024-07-03,COF,32.06,27.36,26.63
2024-07-05,COF,30.27,27.37,26.48
2024-07-08,COF,30.84,27.7,26.9
2024-07-09,COF,31.44,27.59,26.94
2024-07-10,COF,32.32,27.88,27.19
2024-07-11,COF,31.48,27.5,27.25
2024-07-12,COF,31.03,27.68,26.9
2024-07-15,COF,31.7,27.97,27.51
2024-07-16,COF,30.81,27.61,27.36
2024-07-17,COF,30.69,28,27.68
2024-07-18,COF,30.37,28.22,28.15
2024-07-19,COF,30.71,28.1,27.95
2024-07-22,COF,30.51,27.76,27.85
2024-07-23,COF,29.99,27.1,27.4
2024-07-24,COF,26.68,26.07,26.78
2024-07-25,COF,27.26,25.36,26.5
2024-07-26,COF,26.05,24.54,25.78
2024-07-29,COF,26.18,24.57,25.62
2024-07-30,COF,25.47,24.79,25.88
2024-07-31,COF,24.03,24.04,25.27
2024-08-01,COF,27.37,26.89,26.6
2024-08-02,COF,34.86,32.98,33.11
2024-08-05,COF,39.01,36.31,36.6
2024-08-06,COF,31.51,30.75,32.76
2024-08-07,COF,31.48,31.72,34.03
2024-08-08,COF,29.17,30.19,32
2024-08-09,COF,27.32,27.97,30.69
2024-08-12,COF,28.68,27.91,30.82
2024-08-13,COF,27.54,28.18,30.56
2024-08-14,COF,26.51,26.61,29.8
2024-08-15,COF,24.82,24.68,27.6
2024-08-16,COF,23.77,24.13,28.31
2024-08-19,COF,23.45,23.85,28.35
2024-08-20,COF,24.65,24.01,28.75
2024-08-21,COF,25.62,25.43,29.27
2024-08-22,COF,26.5,26.09,29.65
2024-08-23,COF,24.83,25.22,28.53
2024-08-26,COF,24.95,25.34,28.89
2024-08-27,COF,24.81,26,29.22
2024-08-28,COF,25.52,26.59,29.62
2024-08-29,COF,24.15,25.78,29.11
2024-08-30,COF,23.44,26.13,29.46
2024-09-03,COF,27.15,29.49,30.61
2024-09-04,COF,27.86,30.18,31.74
2024-09-05,COF,28.08,32.64,32.26
2024-09-06,COF,30.46,33.25,33.03
2024-09-09,COF,28.36,32.61,32.12
2024-09-10,COF,30.64,34.73,33.33
2024-09-11,COF,27.84,32.8,32.22
2024-09-12,COF,27.79,32.49,31.8
2024-09-13,COF,28.15,32.82,32.02
2024-09-16,COF,27.57,33.74,31.67
2024-09-17,COF,28.37,34.79,32.48
2024-09-18,COF,27.66,33.83,31.69
2024-09-19,COF,25.82,33.09,31.27
2024-09-20,COF,26.11,32.72,30.47
2024-09-23,COF,28.03,32.84,30.52
2024-09-24,COF,29.24,33.85,30.62
2024-09-25,COF,30.9,35.12,32.12
2024-09-26,COF,31.28,34.92,32.24
2024-09-27,COF,32.11,36.04,32.49
2024-09-30,COF,32.17,35.89,32.55
2024-10-01,COF,32.24,36.41,33.11
2024-10-02,COF,32.87,37.16,33.78
2024-10-03,COF,34.13,38.1,34.28
2024-10-04,COF,34.46,36.63,33.5
2024-10-07,COF,38.85,37.06,33.72
2024-10-08,COF,40.2,37.69,34.07
2024-10-09,COF,41.15,36.86,33.63
2024-10-10,COF,42.4,37.16,33.79
2024-10-11,COF,41.26,36.23,33.9
2024-10-14,COF,42.7,36.47,34.16
2024-10-15,COF,42.69,36.64,34.2
2024-10-16,COF,42.14,36.35,33.9
2024-10-17,COF,41.17,35.32,33.59
2024-10-18,COF,40.23,35.02,32.71
2024-10-21,COF,41.38,35.35,32.97
2024-10-22,COF,42.52,36.79,34
2024-10-23,COF,45.98,38.42,35.27
2024-10-24,COF,48.37,39.24,35.95
2024-10-25,COF,39.16,33.06,31.48
2024-10-28,COF,40.76,34.58,33.01
2024-10-29,COF,40.42,34.29,32.96
2024-10-30,COF,42.89,35.02,33.12
2024-10-31,COF,44.14,36.68,34.81
2024-11-01,COF,45.45,38.3,36.05
2024-11-04,COF,43.85,36.09,34.63
2024-11-05,COF,39.65,34.45,33.35
2024-11-06,COF,29.25,29.5,30.12
2024-11-07,COF,26.86,28.7,28.96
2024-11-08,COF,25.13,27.4,28.21
2024-11-11,COF,28.31,27.93,28.75
2024-11-12,COF,28.11,28.81,29.59
2024-11-13,COF,28.15,28.51,29.88
2024-11-14,COF,26.16,27.74,28.57
2024-11-15,COF,25.85,27.52,28.7
2024-11-18,COF,27.45,27.62,28.76
2024-11-19,COF,28.99,28.72,29.58
2024-11-20,COF,29.82,28.81,29.65
2024-11-21,COF,28.48,28.26,29.4
2024-11-22,COF,26.98,27.73,28.99
2024-11-25,COF,25.31,27.12,28.71
2024-11-26,COF,24.15,26.96,28.42
2024-11-27,COF,26.46,28.28,30.37
2024-11-29,COF,24.35,27.15,29.11
2024-12-02,COF,25.56,28.42,30.05
2024-12-03,COF,25.09,27.98,29.64
2024-12-04,COF,25.14,28.35,30.09
2024-12-05,COF,24.54,28.78,29.95
2024-12-06,COF,25.64,29.45,29.67
2024-12-09,COF,26.26,29.74,30.22
2024-12-10,COF,26.77,30.04,30.48
2024-12-11,COF,26.76,29.92,29.92
2024-12-12,COF,26.08,31.73,30.46
2024-12-13,COF,25.92,31.13,30.29
