tradeDate,ticker,iv30d,iv60d,iv90d
2024-06-03,PSX,25.6,25.92,26.47
2024-06-04,PSX,24.39,25.34,26.24
2024-06-05,PSX,24.14,25.4,26.22
2024-06-06,PSX,23.64,23.25,26.36
2024-06-07,PSX,23.35,25.45,26.14
2024-06-10,PSX,24.36,25.4,25.91
2024-06-11,PSX,23.73,25.51,26.19
2024-06-12,PSX,23.93,25.85,26.51
2024-06-13,PSX,23.7,25.82,26.26
2024-06-14,PSX,23.9,25.89,26.37
2024-06-17,PSX,24.54,27.08,26.39
2024-06-18,PSX,24.92,27.12,26.49
2024-06-20,PSX,25.32,26.39,25.95
2024-06-21,PSX,23.88,25.76,26.45
2024-06-24,PSX,24.44,26.34,25.3
2024-06-25,PSX,24.25,25.87,25.55
2024-06-26,PSX,24.07,26,25.49
2024-06-27,PSX,24.25,26.54,25.39
2024-06-28,PSX,25.02,26.21,26.27
2024-07-01,PSX,26.17,25.97,26.67
2024-07-02,PSX,25.91,25.78,25.72
2024-07-03,PSX,25.94,26.6,26.1
2024-07-05,PSX,27,26.61,26.61
2024-07-08,PSX,27.77,26.45,26.11
2024-07-09,PSX,28.08,26.83,26.56
2024-07-10,PSX,28.52,27.26,27.13
2024-07-11,PSX,25.96,26.72,26.43
2024-07-12,PSX,26.91,25.86,25.31
2024-07-15,PSX,27.31,26.71,26.69
2024-07-16,PSX,27.01,26.33,26.14
2024-07-17,PSX,28.51,26.17,26.14
2024-07-18,PSX,27.72,26.81,27.05
2024-07-19,PSX,28.89,27.44,27.72
2024-07-22,PSX,28.97,26.55,27.24
2024-07-23,PSX,29.07,26.93,27.58
2024-07-24,PSX,30.62,27.16,28.09
2024-07-25,PSX,29.19,27.24,27.31
2024-07-26,PSX,28.56,27.31,26.98
2024-07-29,PSX,29.19,27.15,27.93
2024-07-30,PSX,26.84,24.8,26.35
2024-07-31,PSX,25.15,25.07,26.66
2024-08-01,PSX,26.78,26.98,28.05
2024-08-02,PSX,31.38,30.34,31.31
2024-08-05,PSX,35.91,35.38,34.46
2024-08-06,PSX,29.8,30.01,29.82
2024-08-07,PSX,30.81,30.53,31.6
2024-08-08,PSX,28.2,29.42,30.56
2024-08-09,PSX,27.29,28.36,29.24
2024-08-12,PSX,27.27,27.9,28.56
2024-08-13,PSX,26.35,27.06,27.58
2024-08-14,PSX,24.56,26.28,27.64
2024-08-15,PSX,23.82,24.75,26.44
2024-08-16,PSX,22.32,23.93,25.07
2024-08-19,PSX,21.94,23.05,25.69
2024-08-20,PSX,22.98,23.02,25.38
2024-08-21,PSX,23.34,24,25.63
2024-08-22,PSX,23.57,24.36,26.05
2024-08-23,PSX,22.2,23.09,25.99
2024-08-26,PSX,22.96,24.05,25.59
2024-08-27,PSX,22.27,24.19,26.29
2024-08-28,PSX,23.52,25.19,26.74
2024-08-29,PSX,21.98,24.02,25.61
2024-08-30,PSX,22.48,23.88,25.54
