tradeDate,ticker,iv30d,iv60d,iv90d
2024-06-03,ZS,37.78,37.2,40.59
2024-06-04,ZS,36.41,36.83,40.42
2024-06-05,ZS,34.72,35.39,39.5
2024-06-06,ZS,33.31,34.48,39.31
2024-06-07,ZS,32.45,34.03,38.65
2024-06-10,ZS,33.66,34.45,39.77
2024-06-11,ZS,32.89,34.18,39.96
2024-06-12,ZS,32.39,33.83,39.68
2024-06-13,ZS,31.31,33.84,40.22
2024-06-14,ZS,32.66,34.08,40.39
2024-06-17,ZS,32.64,34.37,41.72
2024-06-18,ZS,32.56,34.69,41.39
2024-06-20,ZS,32.7,35.05,42.36
2024-06-21,ZS,31.51,34.55,42.27
2024-06-24,ZS,32.39,35,41.81
2024-06-25,ZS,31.11,34.7,42.05
2024-06-26,ZS,31.52,35.15,42.04
2024-06-27,ZS,31.98,35.98,42.12
2024-06-28,ZS,31.04,35.65,41.77
2024-07-01,ZS,32.28,37.06,42.27
2024-07-02,ZS,30.84,36.11,41.06
2024-07-03,ZS,31.57,35.34,41.7
2024-07-05,ZS,32.36,36.13,41.08
2024-07-08,ZS,33.08,37.81,41.75
2024-07-09,ZS,32.51,37.98,41.49
2024-07-10,ZS,33.37,38.42,41.38
2024-07-11,ZS,32.37,37.42,41.62
2024-07-12,ZS,32.27,38.02,41.5
2024-07-15,ZS,34.68,40.8,42.38
2024-07-16,ZS,34.61,41.54,42.71
2024-07-17,ZS,35.58,43.36,43.44
2024-07-18,ZS,37.7,44.37,44.14
2024-07-19,ZS,37.87,44.6,44.36
2024-07-22,ZS,37.96,46.66,44.67
2024-07-23,ZS,36.93,46.33,44.14
2024-07-24,ZS,38.32,47.45,45.34
2024-07-25,ZS,39.41,48.67,45.96
2024-07-26,ZS,39.95,47.7,45.49
2024-07-29,ZS,40.21,48.36,45.77
2024-07-30,ZS,42.65,50.23,47.02
2024-07-31,ZS,39.03,48.16,45.71
2024-08-01,ZS,44.01,51.16,47.67
2024-08-02,ZS,47.37,53.7,49.7
2024-08-05,ZS,61.11,59.81,54.17
2024-08-06,ZS,55.66,54.41,49.93
2024-08-07,ZS,57.56,55.74,51.36
2024-08-08,ZS,56.73,54.44,50.55
2024-08-09,ZS,58.36,52.85,49.09
2024-08-12,ZS,60.99,52.39,48.28
2024-08-13,ZS,61.09,51.58,47.51
2024-08-14,ZS,60.13,51.28,47.24
2024-08-15,ZS,59.85,49.35,46.4
2024-08-16,ZS,58.98,49.65,46.52
2024-08-19,ZS,58.77,48.51,45.47
2024-08-20,ZS,57.71,47.91,45.46
2024-08-21,ZS,58.01,48.52,45.33
2024-08-22,ZS,56.5,48.23,45.67
2024-08-23,ZS,57.55,47.86,44.91
2024-08-26,ZS,57.5,48.04,45.77
2024-08-27,ZS,57.72,48.2,46.49
2024-08-28,ZS,58.69,49.65,47.36
2024-08-29,ZS,57.06,47.59,45.81
2024-08-30,ZS,52.47,45.03,44.28
2024-09-03,ZS,55.23,47.16,46.88
2024-09-04,ZS,37.45,37.44,40.73
2024-09-05,ZS,36.63,37.01,40.87
2024-09-06,ZS,38.23,38.25,41.93
2024-09-09,ZS,37.63,37.67,42.37
2024-09-10,ZS,36.89,37.39,42.22
2024-09-11,ZS,36.23,36.15,41.69
2024-09-12,ZS,36.29,36.43,41.72
