tradeDate,ticker,iv30d,iv60d,iv90d
2024-06-03,DG,26.84,27.32,29.43
2024-06-04,DG,27.27,26.4,28.71
2024-06-05,DG,26.26,26.43,29.51
2024-06-06,DG,27.13,27.18,29.84
2024-06-07,DG,26.53,27.25,30.22
2024-06-10,DG,26.54,27.44,30.83
2024-06-11,DG,28.27,27.45,30.53
2024-06-12,DG,26.73,27.55,30.55
2024-06-13,DG,26.35,27.32,31.27
2024-06-14,DG,26.76,27.84,31.62
2024-06-17,DG,27.01,28.06,32.24
2024-06-18,DG,26.74,27.11,32.12
2024-06-20,DG,28.24,28.58,33.06
2024-06-21,DG,27.21,27.76,32.65
2024-06-24,DG,26.45,27.95,32.06
2024-06-25,DG,27.74,28.06,32.88
2024-06-26,DG,26.79,28.23,32.43
2024-06-27,DG,26.88,28.57,33.07
2024-06-28,DG,26.38,29.07,32.33
2024-07-01,DG,27.26,31.08,33.89
2024-07-02,DG,26.8,29.63,33.05
2024-07-03,DG,27.39,31.21,33.03
2024-07-05,DG,27.19,31.84,33.56
2024-07-08,DG,27.79,32.26,34.04
2024-07-09,DG,27.99,32.62,34.3
2024-07-10,DG,28.2,33.14,34.64
2024-07-11,DG,29.61,34.56,34.1
2024-07-12,DG,28.07,34.05,33.78
2024-07-15,DG,30.31,36.55,35.27
2024-07-16,DG,29.67,36.27,35.04
2024-07-17,DG,31.65,37.86,36.57
2024-07-18,DG,30.99,38.18,36.92
2024-07-19,DG,31.25,38.83,37.22
2024-07-22,DG,33.37,39.14,37.14
2024-07-23,DG,34.16,39.62,37.48
2024-07-24,DG,33.95,41.01,38.68
2024-07-25,DG,35.03,40.92,38.99
2024-07-26,DG,34.83,40.58,38.62
2024-07-29,DG,40.54,41.36,39.32
2024-07-30,DG,42.55,41.76,39.11
2024-07-31,DG,42.85,40.43,38.12
2024-08-01,DG,48.83,42.25,39.94
2024-08-02,DG,53.02,45.43,42.38
2024-08-05,DG,56.17,48.7,43.89
2024-08-06,DG,53.16,45.21,41.77
2024-08-07,DG,54.72,47.59,43.88
2024-08-08,DG,53.51,47.26,43.18
2024-08-09,DG,52.23,45.24,41.96
2024-08-12,DG,52.17,44.47,41.07
2024-08-13,DG,52.38,44.33,41.56
2024-08-14,DG,52.35,44.58,41.33
2024-08-15,DG,50.34,42.75,40.02
2024-08-16,DG,50.09,42.26,39.78
2024-08-19,DG,51.23,42.11,40.45
2024-08-20,DG,51.95,43.2,40.92
2024-08-21,DG,52.45,44.73,40.98
2024-08-22,DG,51.91,42.74,40.6
2024-08-23,DG,48.3,40.05,39.2
2024-08-26,DG,49.11,41.46,39.28
2024-08-27,DG,48.18,40.22,38.98
2024-08-28,DG,47.87,40.44,38.47
2024-08-29,DG,37.63,35.92,37.1
2024-08-30,DG,31.85,31.75,34.21
2024-09-03,DG,34.24,32.8,34.3
2024-09-04,DG,34.65,34.8,37.46
2024-09-05,DG,34.74,36.07,38.35
2024-09-06,DG,35.2,36.44,38.82
2024-09-09,DG,35.26,35.97,38.74
2024-09-10,DG,35.2,35.11,38.37
2024-09-11,DG,35.01,35.31,38.19
2024-09-12,DG,34.16,34.83,37.7
2024-09-13,DG,33.61,34.18,37.12
2024-09-16,DG,33.99,34.86,37.51
2024-09-17,DG,33.28,35.21,37.87
2024-09-18,DG,32.64,33.26,37.19
2024-09-19,DG,30.72,31.59,35.89
2024-09-20,DG,29.38,32.37,36.21
2024-09-23,DG,30.23,32.47,37.19
2024-09-24,DG,29.65,32.01,39.33
2024-09-25,DG,29.9,34.19,39.72
2024-09-26,DG,30.7,35.93,42.28
2024-09-27,DG,30.61,36.19,40.79
2024-09-30,DG,32.77,38.71,42.61
2024-10-01,DG,33.01,38.85,42.7
2024-10-02,DG,33.91,40.33,44.01
2024-10-03,DG,34.28,39.77,43.99
2024-10-04,DG,32.88,38.83,43.61
2024-10-07,DG,35.17,40.64,43.56
2024-10-08,DG,36.01,40.87,44.22
2024-10-09,DG,35.23,41.08,43.6
2024-10-10,DG,36.16,40.29,43.68
2024-10-11,DG,35.75,42.56,44.49
2024-10-14,DG,36.48,43.11,43.91
2024-10-15,DG,37.31,44.42,44.08
2024-10-16,DG,37.34,44.65,43.87
2024-10-17,DG,37.27,45.08,45.11
2024-10-18,DG,36.65,46.1,45.12
2024-10-21,DG,38.14,48.11,45.2
2024-10-22,DG,38.3,48.73,45.89
2024-10-23,DG,38.67,50.42,46.02
2024-10-24,DG,38.86,49.65,46.08
2024-10-25,DG,39.05,49.4,45.38
2024-10-28,DG,40.51,50.74,46.22
2024-10-29,DG,40.28,51.89,47.82
2024-10-30,DG,42.57,54.3,49.15
2024-10-31,DG,44.94,57.04,52.21
2024-11-01,DG,47.13,57.26,51
2024-11-04,DG,58.28,56.83,50.56
2024-11-05,DG,58.23,55.8,50.34
2024-11-06,DG,39.35,53.37,48.21
2024-11-07,DG,63.13,52.41,46.92
2024-11-08,DG,63.42,52.37,47.44
2024-11-11,DG,64.72,53.31,48.13
2024-11-12,DG,65.72,53.16,48.57
2024-11-13,DG,64.79,53.79,49.29
2024-11-14,DG,66.33,53.93,50.06
2024-11-15,DG,66.31,54.97,51.31
2024-11-18,DG,68.9,55.65,50.79
2024-11-19,DG,66.74,54.72,49.3
2024-11-20,DG,71.15,57.78,52.39
2024-11-21,DG,69.59,58,52.59
2024-11-22,DG,69.14,56.22,52.59
2024-11-25,DG,69.39,57.45,52.11
2024-11-26,DG,70.09,58.45,54.14
2024-11-27,DG,67.92,57.29,53.14
2024-11-29,DG,76.28,56.86,52.62
2024-12-02,DG,65.85,56.2,53.31
2024-12-03,DG,66.53,55.94,53.19
2024-12-04,DG,59.71,50.61,48.62
2024-12-05,DG,37.52,37.65,41.65
2024-12-06,DG,36.94,36.62,40.85
2024-12-09,DG,35.36,36.73,41.51
2024-12-10,DG,36.54,36.08,41.19
2024-12-11,DG,35.38,36.18,41.33
2024-12-12,DG,36.34,35.82,41.72
2024-12-13,DG,35.76,35.9,41.59
2024-12-16,DG,37.07,36.98,43.34
2024-12-17,DG,37.01,37.14,43.19
2024-12-18,DG,37.21,36.12,43.09
2024-12-19,DG,37.97,37.58,44.69
2024-12-20,DG,35.57,36.67,44.11
2024-12-23,DG,34.54,36.25,44.49
2024-12-24,DG,33.23,34.91,43.9
2024-12-26,DG,33.81,35.2,44.15
2024-12-27,DG,32.79,36.25,44.27
2024-12-30,DG,33.86,37.39,44.46
2024-12-31,DG,33.8,37.48,44.92
2025-01-02,DG,34.82,39.12,45.09
2025-01-03,DG,34.35,39.6,45.65
2025-01-06,DG,35.41,40.78,44.73
2025-01-07,DG,35.75,41.49,45.32
2025-01-08,DG,36.52,41.12,46.17
2025-01-10,DG,37.72,42.88,46.7
2025-01-13,DG,37.63,44.49,46.34
2025-01-14,DG,36.23,44.53,46.19
2025-01-15,DG,34.6,44.53,45.69
2025-01-16,DG,35.61,45.47,46.13
2025-01-17,DG,34.99,45.89,45.93
2025-01-21,DG,34.63,48.78,45.81
2025-01-22,DG,35.03,48.82,45.79
2025-01-23,DG,35.92,47.96,45.23
2025-01-24,DG,33.81,47.07,44.42
2025-01-27,DG,34.61,47.99,45.06
2025-01-28,DG,35.44,48.26,45.22
2025-01-29,DG,35.65,48.85,45.31
2025-01-30,DG,36.27,49.26,45.7
2025-01-31,DG,37.24,50.2,46.45
2025-02-03,DG,38.75,51.17,47.29
2025-02-04,DG,38.34,51.33,47.19
2025-02-05,DG,38.34,51.7,47.44
2025-02-06,DG,38.38,50.54,46.88
2025-02-07,DG,41.72,51.07,46.58
2025-02-10,DG,48.55,51.24,46.95
2025-02-11,DG,50.33,50.83,46.36
2025-02-12,DG,54.74,51.21,46.48
2025-02-13,DG,50.7,50.43,46.39
2025-02-14,DG,49.9,51.12,46.19
2025-02-18,DG,58.69,51.26,46.58
2025-02-19,DG,58.86,51.06,46.38
2025-02-20,DG,59.29,50.64,47.02
2025-02-21,DG,57.99,50.13,46.14
2025-02-24,DG,58.41,49.62,45.98
2025-02-25,DG,60.93,50.83,47.01
2025-02-26,DG,62.23,51.95,48
2025-02-27,DG,61.37,51.09,47.8
2025-02-28,DG,58.75,49.23,47.14
2025-03-03,DG,60.98,51.6,49.17
2025-03-04,DG,60.09,50.76,48.63
2025-03-05,DG,60.01,50.59,48.73
2025-03-06,DG,58.82,49.89,48.39
2025-03-07,DG,55.93,47.52,46.28
2025-03-10,DG,63.91,51.75,50.54
2025-03-11,DG,61.64,50.81,49.73
2025-03-12,DG,62.74,51.24,50.37
2025-03-13,DG,45.53,40.66,42.75
