timestamp,code,side,price,qty,reason,pnl,holding_days,return_pct
2022-06-27,700.HK,buy,367.9319,500,signal,0.0,0,0.0
2022-07-05,700.HK,sell,330.1924,500,signal,-18869.7193,8,-10.26
2022-06-27,1211.HK,buy,105.105,1700,signal,0.0,0,0.0
2022-07-12,1211.HK,sell,96.8364,1700,signal,-14056.6183,15,-7.87
2022-06-27,2628.HK,buy,13.5335,26400,signal,0.0,0,0.0
2022-07-12,2628.HK,sell,12.2677,26400,signal,-33417.1391,15,-9.35
2022-06-27,3690.HK,buy,201.201,600,signal,0.0,0,0.0
2022-07-12,3690.HK,sell,179.6202,600,signal,-12948.4782,15,-10.73
2022-07-06,388.HK,buy,365.365,200,signal,0.0,0,0.0
2022-07-12,388.HK,sell,362.8368,200,signal,-505.6376,6,-0.69
2022-06-27,9618.HK,buy,253.8536,500,signal,0.0,0,0.0
2022-07-12,9618.HK,sell,233.766,500,signal,-10043.8031,15,-7.91
2022-07-12,1810.HK,buy,12.7127,14300,signal,0.0,0,0.0
2022-07-15,1810.HK,sell,12.6473,14300,signal,-934.6474,3,-0.51
2022-07-13,1928.HK,buy,17.0771,12200,signal,0.0,0,0.0
2022-07-15,1928.HK,sell,17.4825,12200,signal,4946.3745,2,2.37
2022-07-12,27.HK,buy,45.3453,6600,signal,0.0,0,0.0
2022-07-15,27.HK,sell,46.1039,6600,signal,5006.4451,3,1.67
2022-07-05,9988.HK,buy,116.4163,900,signal,0.0,0,0.0
2022-07-15,9988.HK,sell,102.3975,900,signal,-12616.9227,10,-12.04
2022-07-19,1810.HK,buy,13.053,69000,signal,0.0,0,0.0
2022-07-20,1810.HK,sell,13.0869,69000,signal,2336.3689,1,0.26
2022-12-08,1398.HK,buy,3.8338,700,signal,0.0,0,0.0
2022-12-15,1398.HK,sell,3.8362,700,signal,1.631,7,0.06
2022-12-01,27.HK,buy,48.3983,11200,signal,0.0,0,0.0
2023-01-27,27.HK,sell,54.945,11200,signal,73322.4971,57,13.53
2023-01-27,1398.HK,buy,4.2442,100,signal,0.0,0,0.0
2023-02-03,1398.HK,sell,4.1259,100,signal,-11.837,7,-2.79
2022-12-15,2628.HK,buy,12.012,200,signal,0.0,0,0.0
2023-02-03,2628.HK,sell,14.0659,200,signal,410.784,50,17.1
2023-01-27,388.HK,buy,376.5762,400,signal,0.0,0,0.0
2023-02-03,388.HK,sell,349.65,400,signal,-10770.4849,7,-7.15
2023-01-27,9988.HK,buy,117.8177,900,signal,0.0,0,0.0
2023-02-03,9988.HK,sell,107.0928,900,signal,-9652.41,7,-9.1
2023-01-30,2318.HK,buy,63.9639,1700,signal,0.0,0,0.0
2023-02-07,2318.HK,sell,56.3436,1700,signal,-12954.51,8,-11.91
2023-02-06,2382.HK,buy,108.4083,700,signal,0.0,0,0.0
2023-02-09,2382.HK,sell,101.4984,700,signal,-4836.9332,3,-6.37
2023-02-10,2382.HK,buy,107.9078,700,signal,0.0,0,0.0
2023-02-14,2382.HK,sell,100.4994,700,signal,-5185.8832,4,-6.87
2023-02-03,1211.HK,buy,86.6866,1400,signal,0.0,0,0.0
2023-02-17,1211.HK,sell,78.3216,1400,signal,-11710.9957,14,-9.65
2022-12-01,1928.HK,buy,22.3724,15900,signal,0.0,0,0.0
