final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1513885.7053286643,0.5138857053286643,0.10506449967541065,-0.27181772913131863,0.5815154297742343,0.3865,0.5665,0.39655172413793105,2.7181,1.7862,15,10.6,116,0.166169,0.347716,0.1288
