final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
587596.5899720892,-0.4124034100279108,-0.05136581627729919,-0.4540597511958655,-0.49219944041764996,-0.1131,-0.255,0.48325358851674644,0.8541,0.7987,9,3.0,209,0.979052,-1.391456,-0.7469
