final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
606031.424189356,-0.39396857581064393,-0.1111624639010762,-0.42676521969851683,-0.9847186382601574,-0.2605,-1.193,0.4445326979083929,0.995,0.7963,20,3.7,3777,0.707187,-1.101155,-1.1438
