final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
491067.91053459264,-0.5089320894654074,-0.16505367031579676,-0.6278252718576888,-0.23240200830363258,-0.2629,-0.2528,0.3504273504273504,1.3551,0.731,11,10.4,117,-0.241742,-0.26719,-0.4069
