final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
1523759.331887497,0.5237593318874971,0.10679657915945628,-0.32249645720229614,0.5564562033852337,0.3312,0.6314,0.46153846153846156,3.0433,2.6085,7,93.6,39,0.168196,0.355563,0.1639
