final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
520364.43206185964,-0.47963556793814033,-0.1526908681062462,-0.7406404117307263,-0.2539033633494887,-0.2062,-0.2694,0.2926829268292683,1.6201,0.6704,11,92.8,41,-0.241742,-0.237894,-0.4908
