timestamp,ret,equity,drawdown,benchmark_equity,active_ret
2019-01-01 16:00:00,0.0,1000000.0,0.0,1000000.0,0.0
2019-01-02 16:00:00,0.0,1000000.0,0.0,1029219.8745535174,-0.02921987455351744
2019-01-03 16:00:00,0.0,1000000.0,0.0,1034581.103607505,-0.005209022082199152
2019-01-04 16:00:00,0.0,1000000.0,0.0,1086819.5094059573,-0.05049232546032518
2019-01-05 16:00:00,0.0,1000000.0,0.0,1099397.517146012,-0.01157322594156369
2019-01-06 16:00:00,0.0,1000000.0,0.0,1120453.5010605,-0.019152293493575088
2019-01-07 16:00:00,0.0,1000000.0,0.0,1150611.7633496043,-0.02691612124961873
2019-01-08 16:00:00,0.0,1000000.0,0.0,1172046.0321153468,-0.018628584765502634
2019-01-09 16:00:00,0.0,1000000.0,0.0,1056223.1426175414,0.09882110968693289
2019-01-10 16:00:00,0.0,1000000.0,0.0,1036737.847734726,0.018448085538560477
2019-01-11 16:00:00,0.0,1000000.0,0.0,1038515.6921585578,-0.0017148447196332986
2019-01-12 16:00:00,0.0,1000000.0,0.0,1015588.5839295547,0.022076804811056117
2019-01-13 16:00:00,0.0,1000000.0,0.0,1050476.7248623827,-0.03435263204499365
2019-01-14 16:00:00,0.0,1000000.0,0.0,1072127.7529484867,-0.02061066901690794
2019-01-15 16:00:00,0.0,1000000.0,0.0,1067082.4290520872,0.004705898044821656
2019-01-16 16:00:00,0.0,1000000.0,0.0,1065514.1616332487,0.0014696778581873016
2019-01-17 16:00:00,0.0,1000000.0,0.0,1066253.2892135591,-0.0006936816111177453
2019-01-18 16:00:00,0.0,1000000.0,0.0,1083216.374208467,-0.015909057600581318
2019-01-19 16:00:00,0.0,1000000.0,0.0,1037927.6678036915,0.041809473603894705
2019-01-20 16:00:00,0.0,1000000.0,0.0,1054565.39508975,-0.016029756024583976
2019-01-21 16:00:00,0.0,1000000.0,0.0,1096291.4113945856,-0.039567025903864864
2019-01-22 16:00:00,0.0,1000000.0,0.0,1076903.386714893,0.017685101313554354
2019-01-23 16:00:00,0.0,1000000.0,0.0,1070242.0018447847,0.006185684762705582
2019-01-24 16:00:00,0.0,1000000.0,0.0,1072349.3551335258,-0.001969043716382449
2019-01-25 16:00:00,0.0,1000000.0,0.0,1075744.9175667446,-0.003166470345660945
2019-01-26 16:00:00,0.0,1000000.0,0.0,1054377.051957241,0.019863320068326362
2019-01-27 16:00:00,0.0,1000000.0,0.0,962784.750539574,0.08686864082222219
2019-01-28 16:00:00,0.0,1000000.0,0.0,1013662.9290190708,-0.052844811315284464
2019-01-29 16:00:00,0.0,1000000.0,0.0,1033826.9580573441,-0.019892242737717756
2019-01-30 16:00:00,0.0,1000000.0,0.0,1007535.7686323083,0.025430938146979037
2019-01-31 16:00:00,0.0,1000000.0,0.0,1010325.485504487,-0.002768851448287043
2019-02-01 16:00:00,0.0,1000000.0,0.0,1011801.1732974874,-0.0014606063235784092
2019-02-02 16:00:00,0.0,1000000.0,0.0,1008691.9828792773,0.0030729262826185394
