final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio
12596455.387390355,11.596455387390355,1.8497223385127524,-0.3518843096236852,2.0802442008355,5.2566,2.0356,0.5185185185185185,4.4826,4.8274,6,11.3,81,19.792693,-8.196237,-0.5486
